CombinedScore,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
8.175,8.1,5,9,3,9,4,no,no,yes,machine learning,testing,yes,yes,poor,medium,Software Engineering,testing,job,SAaS services,yes,yes,Travel,Work,yes,gentle,Management,salary,hard worker,yes,no,Business Intelligence Analyst
7.4625,8.0,11,6,4,4,2,no,yes,no,information security,web technologies,no,yes,poor,poor,Management,testing,job,BPA,no,no,Dictionaries,salary,no,gentle,Technical,work,hard worker,yes,yes,Data Architect
7.574999999999999,7.1,6,5,4,6,4,yes,no,no,python,system designing,yes,yes,excellent,excellent,IOT,security,higherstudies,Finance,no,no,Trilogy,salary,no,stubborn,Technical,work,smart worker,yes,no,CRM Technical Developer
7.949999999999999,7.7,6,9,6,8,5,no,yes,no,information security,system designing,no,no,medium,medium,IOT,system developer,higherstudies,Cloud Services,yes,yes,Encyclopedias,salary,no,gentle,Management,salary,hard worker,yes,no,Project Manager
7.3,7.3,12,5,5,8,9,yes,yes,no,full stack,system designing,no,yes,medium,medium,parallel computing,security,job,SAaS services,yes,yes,Horror,Work,no,gentle,Management,salary,smart worker,no,yes,E-Commerce Analyst
7.375,9.0,12,5,3,6,1,no,no,no,full stack,testing,no,no,medium,poor,data engineering,system developer,higherstudies,Finance,no,yes,Travel,salary,no,stubborn,Technical,salary,smart worker,no,no,Information Technology Auditor
8.450000000000001,8.1,6,2,1,7,3,yes,no,no,python,system designing,no,no,poor,excellent,networks,developer,higherstudies,Cloud Services,no,no,Art,salary,yes,stubborn,Technical,work,hard worker,yes,no,UX Designer
7.199999999999999,8.0,5,3,2,6,8,yes,no,no,app development,testing,yes,yes,excellent,poor,data engineering,system developer,job,Service Based,no,yes,Romance,salary,yes,gentle,Management,salary,hard worker,no,yes,E-Commerce Analyst
7.55,7.5,9,4,0,4,3,no,no,yes,hadoop,database security,no,no,poor,poor,Management,testing,job,Service Based,no,yes,Self help,salary,yes,gentle,Technical,work,smart worker,no,yes,Information Technology Auditor
7.675,7.3,4,1,2,7,4,no,yes,yes,distro making,data science,yes,yes,poor,excellent,Computer Architecture,security,higherstudies,Sales and Marketing,no,no,Art,Work,no,stubborn,Management,work,smart worker,no,yes,Database Administrator
6.9125,7.5,6,4,6,5,7,yes,yes,no,shell programming,web technologies,no,yes,excellent,poor,cloud computing,developer,job,Finance,no,no,Guide,Work,no,stubborn,Technical,work,smart worker,yes,no,Software Developer
6.9125,6.7,11,9,6,1,7,yes,yes,no,app development,system designing,yes,yes,excellent,medium,hacking,Business process analyst,job,Service Based,no,no,Childrens,Work,no,gentle,Technical,salary,smart worker,no,no,Technical Services/Help Desk/Tech Support
7.525,6.1,4,5,5,6,1,no,no,yes,machine learning,web technologies,no,no,medium,excellent,cloud computing,Business process analyst,job,SAaS services,yes,yes,Anthology,salary,yes,gentle,Technical,salary,hard worker,yes,yes,Software Developer
7.2625,8.5,4,4,5,5,6,no,yes,no,r programming,web technologies,yes,yes,medium,excellent,cloud computing,cloud computing,job,BPA,no,yes,Self help,salary,no,stubborn,Technical,salary,smart worker,no,no,Information Technology Auditor
7.8374999999999995,6.0,4,1,0,7,9,no,no,no,information security,data science,no,no,medium,poor,hacking,Business process analyst,job,product development,no,no,Action and Adventure,salary,yes,gentle,Technical,salary,smart worker,yes,no,Network Security Engineer
7.675000000000001,8.8,4,5,2,1,4,yes,yes,yes,shell programming,cloud computing,yes,no,poor,medium,cloud computing,testing,job,SAaS services,yes,yes,Horror,Work,no,stubborn,Management,work,smart worker,no,yes,Software Systems Engineer
8.0875,8.2,7,8,0,4,4,no,no,no,full stack,cloud computing,yes,yes,excellent,poor,data engineering,developer,job,Testing and Maintainance Services,no,yes,Satire,salary,no,stubborn,Management,work,smart worker,no,no,Network Security Engineer
7.7625,7.5,5,6,4,3,3,yes,yes,no,distro making,system designing,no,yes,medium,excellent,cloud computing,Business process analyst,job,Finance,no,no,Trilogy,Work,yes,gentle,Management,work,hard worker,no,yes,UX Designer
7.1375,7.0,9,3,2,1,8,no,no,yes,hadoop,cloud computing,yes,yes,excellent,excellent,data engineering,security,higherstudies,Sales and Marketing,no,yes,Biographies,Work,no,stubborn,Management,salary,smart worker,no,yes,Design & UX
7.675,6.5,8,6,2,2,8,no,yes,yes,distro making,data science,no,yes,excellent,excellent,networks,cloud computing,higherstudies,BPA,yes,no,Art,salary,yes,gentle,Management,salary,smart worker,no,no,Design & UX
8.325,6.0,7,9,2,5,9,yes,no,no,distro making,data science,no,yes,poor,excellent,Management,cloud computing,job,product development,yes,no,Health,Work,yes,stubborn,Management,work,smart worker,yes,yes,Applications Developer
8.425,9.0,8,2,6,6,8,yes,yes,no,app development,cloud computing,yes,yes,poor,excellent,programming,testing,higherstudies,SAaS services,no,no,Poetry,Work,no,gentle,Technical,work,smart worker,no,no,Design & UX
8.0625,9.0,6,9,2,2,4,yes,no,yes,machine learning,hacking,no,yes,poor,poor,IOT,cloud computing,higherstudies,product development,no,no,Guide,Work,no,gentle,Management,work,smart worker,no,yes,Systems Analyst
8.2875,8.1,7,6,1,7,2,yes,yes,yes,full stack,system designing,yes,no,medium,poor,Management,testing,job,Web Services,no,no,Prayer books,salary,no,stubborn,Management,salary,smart worker,yes,yes,Technical Services/Help Desk/Tech Support
7.6375,6.3,11,8,0,3,6,yes,yes,no,app development,testing,yes,yes,poor,medium,IOT,Business process analyst,higherstudies,Finance,no,no,Encyclopedias,salary,yes,stubborn,Management,work,hard worker,no,yes,Project Manager
7.75,8.0,11,2,0,1,2,no,no,yes,r programming,game development,no,yes,excellent,excellent,programming,security,higherstudies,Cloud Services,no,yes,Anthology,Work,yes,stubborn,Management,work,smart worker,yes,yes,Web Developer
7.4375,7.7,4,5,2,1,8,no,no,yes,full stack,cloud computing,yes,yes,medium,poor,networks,cloud computing,higherstudies,Web Services,yes,no,Guide,salary,yes,stubborn,Technical,salary,hard worker,no,no,Network Security Administrator
8.375,8.1,9,1,6,1,2,yes,no,no,shell programming,cloud computing,yes,no,medium,poor,programming,Business process analyst,higherstudies,product development,yes,yes,Comics,Work,yes,stubborn,Management,salary,smart worker,no,yes,Network Engineer
7.375,7.7,8,3,2,4,1,no,yes,no,machine learning,database security,yes,no,medium,excellent,IOT,cloud computing,job,product development,no,no,Science fiction,Work,no,gentle,Technical,work,hard worker,yes,yes,Applications Developer
7.625,8.2,9,4,6,6,9,no,no,yes,distro making,testing,yes,no,excellent,excellent,data engineering,developer,higherstudies,Cloud Services,no,yes,Art,salary,yes,gentle,Management,work,smart worker,no,no,E-Commerce Analyst
7.275,7.2,10,3,0,3,8,no,yes,no,distro making,hacking,no,no,excellent,medium,networks,security,higherstudies,Sales and Marketing,no,no,Health,Work,no,gentle,Management,work,smart worker,yes,no,Database Manager
7.174999999999999,7.9,6,3,5,1,5,yes,no,no,app development,web technologies,yes,yes,medium,poor,cloud computing,developer,higherstudies,Service Based,yes,yes,Mystery,salary,yes,gentle,Management,salary,smart worker,yes,no,Applications Developer
7.025,7.1,4,4,2,9,2,yes,yes,no,distro making,web technologies,yes,no,excellent,excellent,cloud computing,developer,higherstudies,Finance,yes,no,Journals,salary,yes,gentle,Technical,work,smart worker,no,yes,CRM Business Analyst
7.525,7.2,4,6,4,1,1,yes,yes,yes,full stack,testing,no,no,poor,excellent,Computer Architecture,system developer,job,BPA,no,yes,Childrens,Work,yes,stubborn,Technical,salary,hard worker,yes,yes,Technical Support
7.3,6.3,11,4,4,3,1,yes,yes,yes,distro making,testing,yes,no,excellent,poor,data engineering,Business process analyst,higherstudies,BPA,yes,no,Health,Work,no,gentle,Technical,work,smart worker,yes,yes,Database Developer
7.574999999999999,7.7,4,7,6,6,2,no,yes,yes,python,testing,no,no,poor,poor,Computer Architecture,testing,job,Web Services,yes,no,Guide,salary,no,stubborn,Technical,salary,smart worker,no,no,Software Developer
7.325,8.4,7,4,0,9,5,yes,no,yes,information security,testing,no,yes,medium,medium,data engineering,Business process analyst,higherstudies,SAaS services,no,yes,Science fiction,Work,yes,gentle,Management,work,smart worker,no,no,Programmer Analyst
7.749999999999999,8.5,10,8,6,7,7,yes,yes,yes,r programming,web technologies,yes,no,excellent,medium,Software Engineering,Business process analyst,job,Sales and Marketing,no,no,Fantasy,Work,no,gentle,Management,work,smart worker,yes,yes,Network Security Administrator
7.387499999999999,6.2,12,6,2,9,8,yes,no,no,information security,system designing,yes,no,excellent,excellent,programming,Business process analyst,job,Sales and Marketing,yes,yes,Romance,salary,no,gentle,Management,work,smart worker,yes,no,Quality Assurance Associate
8.0875,9.3,12,5,6,4,2,no,yes,no,r programming,cloud computing,no,no,poor,excellent,IOT,security,job,product development,yes,no,Poetry,Work,no,gentle,Technical,salary,hard worker,no,yes,UX Designer
7.862499999999999,8.8,5,5,5,5,3,no,yes,no,r programming,system designing,yes,yes,medium,poor,parallel computing,developer,higherstudies,Cloud Services,no,yes,Fantasy,salary,yes,stubborn,Technical,work,hard worker,no,yes,Quality Assurance Associate
7.300000000000001,9.4,4,7,4,6,9,no,no,yes,hadoop,system designing,yes,yes,medium,excellent,networks,Business process analyst,job,Cloud Services,no,no,Self help,salary,no,gentle,Management,salary,hard worker,no,no,Portal Administrator
7.1,8.1,4,5,4,5,3,no,yes,yes,r programming,game development,no,no,excellent,medium,Computer Architecture,testing,job,Cloud Services,yes,yes,Encyclopedias,Work,no,stubborn,Technical,salary,hard worker,no,no,Data Architect
7.5249999999999995,8.0,11,6,0,3,7,no,yes,no,r programming,database security,yes,yes,poor,poor,cloud computing,cloud computing,job,Sales and Marketing,no,no,Comics,salary,yes,stubborn,Technical,work,hard worker,no,yes,Portal Administrator
8.0,6.8,8,6,6,3,4,yes,no,no,full stack,testing,yes,no,poor,medium,Software Engineering,developer,higherstudies,product development,no,no,Art,salary,yes,stubborn,Management,salary,smart worker,no,no,Programmer Analyst
7.4375,8.4,6,5,0,4,5,no,yes,yes,full stack,web technologies,no,yes,medium,poor,programming,system developer,higherstudies,product development,yes,no,Science,salary,no,gentle,Technical,work,hard worker,yes,no,Design & UX
7.775,7.8,7,9,5,1,7,no,yes,no,machine learning,data science,no,no,excellent,poor,networks,system developer,higherstudies,Cloud Services,yes,no,Encyclopedias,salary,yes,gentle,Management,salary,hard worker,yes,no,Web Developer
7.7375,8.7,9,5,3,7,6,no,yes,yes,r programming,data science,no,yes,poor,medium,hacking,Business process analyst,higherstudies,Cloud Services,no,yes,Anthology,Work,no,stubborn,Management,work,smart worker,no,yes,E-Commerce Analyst
7.950000000000001,8.7,11,8,4,1,8,no,yes,no,distro making,web technologies,yes,yes,poor,poor,parallel computing,security,higherstudies,Cloud Services,yes,no,Horror,Work,no,gentle,Management,salary,smart worker,no,no,Network Engineer
7.125000000000001,7.3,12,9,3,9,8,yes,no,no,shell programming,testing,no,yes,excellent,medium,data engineering,Business process analyst,job,Service Based,no,no,Biographies,salary,no,gentle,Technical,salary,smart worker,yes,no,Systems Analyst
7.7125,7.5,4,6,0,1,6,yes,yes,no,hadoop,hacking,no,no,excellent,excellent,Computer Architecture,cloud computing,job,Web Services,yes,yes,Math,Work,no,gentle,Management,salary,smart worker,yes,yes,Data Architect
7.6125,7.7,5,2,2,4,7,yes,yes,yes,app development,database security,yes,no,excellent,poor,programming,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Mystery,salary,yes,gentle,Management,work,smart worker,yes,no,Software Systems Engineer
8.137500000000003,6.0,11,8,6,4,2,yes,no,no,hadoop,hacking,no,yes,poor,excellent,cloud computing,developer,higherstudies,product development,no,yes,Horror,salary,yes,gentle,Technical,work,smart worker,no,no,E-Commerce Analyst
7.9125000000000005,7.6,6,7,3,3,2,yes,yes,yes,r programming,hacking,no,yes,poor,excellent,cloud computing,system developer,higherstudies,SAaS services,no,yes,Guide,Work,no,gentle,Technical,salary,smart worker,yes,no,Database Developer
7.3,7.7,9,1,0,1,1,yes,yes,no,app development,database security,yes,no,excellent,excellent,Management,security,job,Finance,no,no,Dictionaries,salary,no,gentle,Management,salary,hard worker,yes,no,UX Designer
7.100000000000001,7.8,12,5,1,1,1,yes,yes,no,full stack,data science,yes,no,poor,excellent,hacking,testing,job,Service Based,yes,no,Biographies,Work,no,gentle,Management,salary,hard worker,yes,yes,Software Engineer
8.2875,8.6,10,1,0,2,3,no,yes,no,information security,cloud computing,yes,yes,medium,poor,parallel computing,developer,higherstudies,Product based,no,no,Horror,Work,no,gentle,Management,salary,smart worker,yes,no,Database Administrator
7.8374999999999995,8.1,11,2,2,2,2,no,yes,no,shell programming,testing,yes,yes,medium,poor,parallel computing,developer,job,Web Services,yes,yes,Mystery,Work,yes,stubborn,Technical,salary,smart worker,yes,yes,Applications Developer
7.975,8.5,12,2,5,4,2,yes,yes,yes,python,cloud computing,no,yes,excellent,medium,Management,developer,job,Service Based,no,no,History,Work,yes,gentle,Technical,work,hard worker,no,yes,Business Intelligence Analyst
8.575,6.7,9,4,5,6,4,no,no,yes,app development,hacking,yes,yes,medium,excellent,hacking,cloud computing,higherstudies,Sales and Marketing,yes,no,Diaries,Work,no,stubborn,Management,work,hard worker,no,no,Software Quality Assurance (QA) / Testing
7.7125,7.8,10,1,5,8,1,no,yes,yes,distro making,web technologies,yes,no,medium,poor,cloud computing,cloud computing,job,Cloud Services,yes,no,Horror,Work,no,gentle,Technical,salary,hard worker,no,yes,Information Technology Manager
7.949999999999999,7.0,12,2,5,2,1,yes,yes,no,full stack,testing,yes,yes,excellent,medium,programming,Business process analyst,job,Service Based,no,no,Cookbooks,salary,no,stubborn,Technical,salary,smart worker,no,yes,Technical Support
7.6375,8.5,8,9,1,1,7,no,no,yes,machine learning,cloud computing,no,yes,excellent,poor,Management,cloud computing,job,Testing and Maintainance Services,yes,yes,Journals,Work,no,stubborn,Technical,salary,smart worker,no,no,Information Technology Manager
7.675,7.1,4,7,4,7,4,yes,no,yes,python,hacking,no,yes,poor,excellent,Management,system developer,job,Sales and Marketing,yes,yes,Art,Work,yes,stubborn,Technical,salary,hard worker,no,yes,Network Security Administrator
7.55,8.2,12,2,2,8,8,yes,yes,no,shell programming,game development,no,no,excellent,excellent,networks,developer,higherstudies,Finance,no,yes,Science,Work,yes,gentle,Management,salary,hard worker,no,yes,CRM Business Analyst
7.5625,7.6,9,5,5,5,8,yes,no,no,distro making,cloud computing,yes,yes,medium,excellent,programming,system developer,job,Web Services,no,yes,Romance,Work,yes,gentle,Management,salary,smart worker,no,yes,Technical Support
7.562499999999999,9.3,7,3,5,8,8,no,no,no,r programming,game development,yes,no,excellent,excellent,data engineering,developer,job,BPA,yes,yes,Guide,Work,yes,stubborn,Management,salary,smart worker,no,no,Systems Security Administrator
8.6875,8.9,7,8,1,5,8,no,no,yes,information security,testing,no,no,excellent,excellent,data engineering,cloud computing,job,Testing and Maintainance Services,yes,yes,Action and Adventure,Work,no,gentle,Technical,work,smart worker,no,no,Web Developer
7.125,8.7,5,9,5,6,7,no,no,no,information security,hacking,no,yes,excellent,excellent,data engineering,developer,higherstudies,Service Based,yes,yes,Health,Work,yes,gentle,Management,salary,smart worker,yes,yes,Database Administrator
7.9375,8.5,4,5,2,8,4,yes,no,yes,distro making,game development,yes,no,excellent,excellent,data engineering,Business process analyst,higherstudies,Product based,yes,yes,Guide,Work,no,gentle,Technical,work,hard worker,no,yes,Quality Assurance Associate
7.599999999999999,6.7,12,2,4,5,8,yes,no,no,full stack,testing,no,no,excellent,poor,data engineering,developer,job,Product based,yes,yes,Horror,Work,no,gentle,Technical,work,smart worker,no,yes,Network Security Engineer
7.8375,6.5,11,1,1,5,8,yes,no,no,python,testing,yes,no,medium,medium,cloud computing,security,higherstudies,SAaS services,no,yes,Religion-Spirituality,Work,no,stubborn,Management,work,hard worker,no,yes,Technical Support
7.7875,6.6,12,5,3,9,6,no,yes,yes,distro making,hacking,yes,no,excellent,medium,hacking,developer,job,Service Based,no,no,Anthology,salary,no,stubborn,Management,salary,hard worker,no,yes,Applications Developer
7.8875,6.9,4,4,3,5,6,yes,no,yes,full stack,data science,yes,no,poor,poor,hacking,cloud computing,job,Sales and Marketing,yes,yes,Science,salary,no,stubborn,Technical,salary,hard worker,no,no,Database Manager
7.7749999999999995,7.1,12,6,4,3,9,yes,yes,yes,full stack,data science,no,no,excellent,poor,Computer Architecture,system developer,job,Product based,yes,no,Trilogy,salary,yes,gentle,Management,work,hard worker,yes,yes,Web Developer
7.762499999999999,6.6,12,8,6,4,9,no,no,no,python,cloud computing,no,yes,excellent,excellent,programming,developer,job,SAaS services,no,no,Childrens,salary,yes,stubborn,Management,work,smart worker,yes,no,Database Manager
7.1375,6.2,8,7,5,5,8,no,no,yes,distro making,game development,no,no,poor,medium,Computer Architecture,Business process analyst,job,Finance,no,yes,History,Work,no,gentle,Management,work,smart worker,yes,yes,Project Manager
7.3500000000000005,6.3,5,4,0,3,8,yes,yes,yes,hadoop,game development,yes,no,excellent,excellent,cloud computing,cloud computing,job,Service Based,no,yes,Self help,Work,yes,gentle,Technical,salary,smart worker,yes,no,Software Quality Assurance (QA) / Testing
8.25,8.4,8,8,6,4,5,yes,yes,no,machine learning,database security,no,yes,medium,poor,hacking,developer,job,Sales and Marketing,yes,yes,Poetry,Work,yes,gentle,Technical,salary,hard worker,no,no,Software Engineer
7.875,8.7,7,3,3,8,2,yes,no,yes,information security,web technologies,no,no,poor,poor,Software Engineering,developer,job,BPA,no,no,Science fiction,salary,no,gentle,Technical,salary,hard worker,no,yes,CRM Technical Developer
7.6625,6.4,7,6,6,1,5,no,yes,yes,r programming,cloud computing,yes,no,excellent,excellent,parallel computing,system developer,higherstudies,Testing and Maintainance Services,no,no,Science,Work,yes,stubborn,Management,work,hard worker,yes,no,CRM Business Analyst
8.062499999999998,6.5,8,2,0,8,4,yes,no,no,shell programming,testing,no,no,poor,excellent,programming,Business process analyst,job,BPA,yes,no,Cookbooks,salary,no,stubborn,Management,work,smart worker,yes,no,Design & UX
6.925,8.5,6,2,4,3,9,no,yes,no,full stack,database security,no,no,medium,medium,programming,developer,job,Cloud Services,no,no,Comics,salary,no,gentle,Technical,salary,smart worker,yes,no,Mobile Applications Developer
7.2625,8.2,7,5,5,6,8,yes,no,no,r programming,testing,yes,yes,poor,excellent,networks,system developer,higherstudies,SAaS services,no,yes,Math,salary,no,stubborn,Technical,salary,hard worker,no,yes,Business Systems Analyst
8.0625,7.7,6,6,5,8,8,no,no,no,python,testing,yes,yes,excellent,excellent,programming,developer,job,Web Services,yes,yes,Fantasy,Work,yes,stubborn,Technical,work,smart worker,no,no,Systems Security Administrator
7.262499999999999,9.3,7,1,5,6,8,no,yes,no,app development,web technologies,yes,no,poor,excellent,networks,testing,job,Finance,yes,no,Romance,salary,yes,gentle,Management,salary,smart worker,yes,yes,Database Manager
8.75,8.0,7,4,5,1,3,no,no,no,shell programming,hacking,yes,no,excellent,medium,IOT,system developer,higherstudies,Service Based,no,no,Anthology,Work,yes,gentle,Technical,salary,smart worker,yes,no,Software Quality Assurance (QA) / Testing
7.325,7.7,6,2,1,2,7,yes,yes,yes,machine learning,testing,yes,no,poor,poor,programming,Business process analyst,higherstudies,Sales and Marketing,no,no,Religion-Spirituality,salary,no,gentle,Technical,work,smart worker,no,yes,Network Security Administrator
8.012500000000001,7.1,10,7,3,2,2,yes,yes,yes,app development,data science,yes,yes,medium,excellent,hacking,cloud computing,higherstudies,Service Based,yes,yes,Autobiographies,salary,yes,stubborn,Technical,work,smart worker,yes,yes,Solutions Architect
7.999999999999999,8.1,8,5,0,5,4,no,no,no,hadoop,database security,no,yes,poor,poor,data engineering,system developer,job,BPA,yes,no,Poetry,salary,yes,gentle,Management,salary,smart worker,no,yes,Portal Administrator
8.375,7.3,11,8,1,3,2,no,yes,no,information security,game development,no,yes,excellent,poor,Software Engineering,Business process analyst,job,BPA,yes,yes,Science,salary,yes,stubborn,Management,work,hard worker,no,yes,Technical Support
7.2,8.0,11,4,3,6,6,yes,no,yes,python,cloud computing,yes,yes,poor,poor,parallel computing,testing,higherstudies,Sales and Marketing,no,yes,Guide,Work,yes,gentle,Management,work,hard worker,no,no,Information Security Analyst
7.424999999999999,6.3,8,3,4,7,2,yes,no,no,information security,data science,no,no,excellent,medium,IOT,developer,higherstudies,Product based,no,no,Self help,Work,no,stubborn,Management,salary,smart worker,yes,no,Network Security Engineer
7.812499999999999,6.2,5,5,6,1,2,yes,yes,no,distro making,web technologies,no,yes,poor,poor,Management,cloud computing,higherstudies,SAaS services,no,no,Guide,Work,yes,stubborn,Technical,work,hard worker,no,yes,Data Architect
7.9750000000000005,6.9,5,7,2,8,9,no,no,yes,python,cloud computing,no,yes,excellent,poor,parallel computing,testing,higherstudies,Cloud Services,no,yes,Childrens,salary,yes,stubborn,Management,salary,hard worker,yes,yes,CRM Business Analyst
7.9125,6.4,6,4,0,1,1,yes,no,yes,r programming,data science,yes,yes,poor,excellent,Management,cloud computing,job,SAaS services,no,no,Guide,Work,no,stubborn,Management,work,hard worker,no,no,Network Security Administrator
7.4125,9.2,6,2,2,1,5,no,yes,yes,hadoop,testing,no,yes,medium,poor,networks,cloud computing,higherstudies,Service Based,yes,no,Guide,Work,no,gentle,Technical,work,smart worker,no,yes,Software Quality Assurance (QA) / Testing
7.775,9.2,7,1,2,7,4,no,yes,yes,app development,cloud computing,yes,yes,poor,excellent,programming,Business process analyst,job,Sales and Marketing,yes,yes,Autobiographies,salary,no,gentle,Technical,salary,smart worker,no,no,Database Administrator
7.3375,9.3,10,1,4,8,3,no,yes,no,information security,hacking,no,yes,excellent,poor,Software Engineering,security,job,SAaS services,yes,no,Science,salary,no,stubborn,Technical,salary,hard worker,no,yes,Technical Support
8.075,6.6,11,1,3,7,5,yes,no,no,r programming,game development,yes,no,medium,poor,parallel computing,system developer,job,Finance,yes,yes,Journals,salary,yes,gentle,Management,work,smart worker,yes,yes,Database Manager
7.5375,6.6,7,5,5,1,5,no,no,no,machine learning,database security,yes,yes,poor,excellent,data engineering,developer,higherstudies,product development,no,no,Self help,salary,no,stubborn,Technical,salary,hard worker,no,yes,UX Designer
7.887499999999999,6.0,5,6,1,6,3,yes,yes,no,app development,hacking,yes,no,medium,excellent,hacking,Business process analyst,job,product development,yes,yes,Drama,Work,yes,gentle,Technical,salary,smart worker,no,no,Quality Assurance Associate
7.3625,6.4,6,3,2,8,5,yes,yes,yes,hadoop,game development,no,yes,medium,excellent,Software Engineering,Business process analyst,higherstudies,Service Based,yes,no,Cookbooks,Work,yes,gentle,Technical,work,hard worker,yes,yes,Database Developer
7.9,9.4,11,7,5,7,4,yes,yes,yes,python,game development,no,yes,poor,medium,parallel computing,testing,job,Sales and Marketing,yes,no,Trilogy,salary,yes,gentle,Management,salary,smart worker,yes,yes,Design & UX
7.824999999999999,6.4,9,2,3,5,9,yes,no,no,information security,hacking,yes,yes,excellent,excellent,Computer Architecture,security,higherstudies,Service Based,no,yes,Encyclopedias,salary,yes,gentle,Technical,salary,hard worker,no,yes,Systems Security Administrator
7.612499999999999,6.3,8,7,0,3,8,no,no,no,app development,cloud computing,yes,no,medium,poor,hacking,testing,higherstudies,BPA,no,yes,Prayer books,Work,yes,gentle,Management,salary,smart worker,no,yes,CRM Business Analyst
7.6125,6.2,8,2,3,4,7,yes,no,no,distro making,database security,no,no,excellent,medium,Software Engineering,Business process analyst,job,Web Services,no,no,Dictionaries,Work,no,gentle,Management,salary,smart worker,yes,yes,Systems Security Administrator
8.3125,8.4,4,2,2,1,9,yes,yes,yes,hadoop,web technologies,yes,yes,poor,poor,cloud computing,cloud computing,higherstudies,SAaS services,yes,no,Comics,Work,no,stubborn,Technical,work,smart worker,yes,no,E-Commerce Analyst
7.4125000000000005,8.9,4,6,1,2,1,no,yes,no,machine learning,data science,no,yes,poor,poor,Management,cloud computing,job,Service Based,no,yes,Guide,salary,no,stubborn,Management,salary,smart worker,no,no,Web Developer
8.1375,8.9,4,2,5,6,8,yes,yes,yes,shell programming,cloud computing,no,yes,poor,poor,networks,security,higherstudies,BPA,no,yes,Fantasy,Work,yes,stubborn,Technical,work,hard worker,no,no,Business Systems Analyst
7.775,8.0,12,6,3,1,8,yes,no,no,distro making,hacking,yes,yes,excellent,excellent,parallel computing,developer,higherstudies,Cloud Services,yes,yes,Art,salary,yes,gentle,Technical,salary,hard worker,yes,yes,Database Manager
7.25,7.2,5,8,2,2,3,no,yes,yes,app development,hacking,no,no,poor,medium,hacking,cloud computing,higherstudies,SAaS services,yes,yes,Diaries,salary,yes,gentle,Technical,work,hard worker,no,yes,Portal Administrator
7.725,9.2,12,2,3,9,3,no,yes,no,shell programming,database security,no,yes,poor,excellent,Computer Architecture,security,job,Testing and Maintainance Services,yes,yes,Journals,Work,yes,gentle,Management,work,hard worker,no,yes,Software Developer
7.800000000000001,6.3,12,2,4,7,2,no,no,no,r programming,cloud computing,no,yes,poor,medium,Management,cloud computing,higherstudies,Cloud Services,no,yes,Health,Work,yes,stubborn,Technical,work,smart worker,yes,yes,UX Designer
7.175000000000001,6.3,10,3,6,5,8,no,no,yes,machine learning,database security,no,no,excellent,excellent,hacking,security,job,Web Services,no,no,Health,Work,no,stubborn,Technical,salary,smart worker,no,no,Business Systems Analyst
7.250000000000001,6.5,12,6,0,5,8,no,no,no,machine learning,web technologies,yes,yes,medium,medium,networks,Business process analyst,higherstudies,Cloud Services,yes,yes,Horror,salary,yes,gentle,Technical,work,smart worker,yes,no,Software Developer
8.0375,6.3,10,6,2,3,7,yes,no,no,hadoop,testing,no,yes,excellent,poor,networks,developer,job,Product based,no,yes,Encyclopedias,Work,no,stubborn,Technical,salary,smart worker,no,no,Network Security Engineer
7.925000000000001,8.7,4,4,0,8,3,yes,no,yes,distro making,data science,yes,no,poor,poor,Software Engineering,developer,higherstudies,Finance,yes,yes,Trilogy,Work,yes,gentle,Technical,work,smart worker,yes,yes,Web Developer
7.250000000000001,6.9,6,2,4,2,2,yes,yes,no,machine learning,testing,no,yes,medium,medium,cloud computing,testing,job,SAaS services,no,no,Health,salary,yes,gentle,Management,salary,hard worker,no,no,Web Developer
7.225,7.8,11,5,1,4,6,no,yes,no,shell programming,game development,yes,yes,excellent,medium,Software Engineering,system developer,higherstudies,SAaS services,no,yes,Travel,salary,no,gentle,Management,salary,smart worker,yes,no,Information Technology Manager
7.9,6.1,6,4,1,5,4,yes,no,no,hadoop,hacking,no,no,poor,medium,IOT,security,higherstudies,Testing and Maintainance Services,no,no,Guide,salary,no,gentle,Technical,work,hard worker,yes,yes,Business Intelligence Analyst
8.4125,6.4,5,5,4,3,7,no,yes,no,r programming,web technologies,no,no,medium,excellent,parallel computing,cloud computing,higherstudies,product development,no,yes,Mystery,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Information Security Analyst
7.487499999999999,6.9,10,4,4,4,6,yes,no,no,r programming,testing,no,yes,poor,excellent,Software Engineering,cloud computing,higherstudies,product development,yes,no,Guide,salary,no,gentle,Technical,salary,smart worker,no,yes,Database Manager
7.574999999999999,8.5,6,5,3,4,5,yes,no,no,app development,cloud computing,yes,yes,poor,excellent,data engineering,security,higherstudies,BPA,yes,no,Horror,salary,no,stubborn,Management,salary,smart worker,no,yes,Portal Administrator
7.875,6.4,5,1,5,1,7,no,yes,yes,machine learning,database security,yes,no,excellent,poor,networks,security,job,SAaS services,yes,no,Mystery,salary,no,stubborn,Technical,salary,smart worker,no,no,Business Intelligence Analyst
